PayGrade,0,2,3,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40
O-10,,,,,,,,,,,,18999.9,18999.9,18999.9,18999.9,18999.9,18999.9,18999.9,18999.9,18999.9,18999.9,18999.9
O-9,,,,,,,,,,,,18999.9,18999.9,18999.9,18999.9,18999.9,18999.9,18999.9,18999.9,18999.9,18999.9,18999.9
O-8,13888.5,14343.9,14645.4,14729.4,15106.5,15735.3,15882.0,16479.6,16651.8,17166.6,17911.8,18598.2,18999.9,18999.9,18999.9,18999.9,18999.9,18999.9,18999.9,18999.9,18999.9,18999.9
O-7,11540.1,12076.2,12324.3,12522.0,12878.7,13231.8,13639.2,14045.7,14454.3,15735.3,16817.7,16817.7,16817.7,16817.7,16904.4,16904.4,17242.2,17242.2,17242.2,17242.2,17242.2,17242.2
O-6,8751.3,9613.8,10245.0,10245.0,10284.3,10725.0,10783.5,10783.5,11396.4,12479.7,13115.4,13751.1,14112.9,14479.2,15188.7,15188.7,15408.3,15408.3,15408.3,15408.3,15408.3,15408.3
O-5,7295.4,8218.2,8787.0,8894.1,9249.6,9461.4,9928.5,10271.7,10715.1,11391.3,11713.8,12032.7,12394.8,12394.8,12394.8,12394.8,12394.8,12394.8,12394.8,12394.8,12394.8,12394.8
O-4,6294.6,7286.4,7773.6,7881.0,8332.2,8816.4,9420.0,9888.3,10214.4,10401.6,10509.9,10509.9,10509.9,10509.9,10509.9,10509.9,10509.9,10509.9,10509.9,10509.9,10509.9,10509.9
O-3,5534.1,6273.9,6770.4,7382.7,7737.0,8125.5,8375.7,8788.2,9004.2,9004.2,9004.2,9004.2,9004.2,9004.2,9004.2,9004.2,9004.2,9004.2,9004.2,9004.2,9004.2,9004.2
O-2,4782.0,5446.2,6272.4,6484.5,6617.7,6617.7,6617.7,6617.7,6617.7,6617.7,6617.7,6617.7,6617.7,6617.7,6617.7,6617.7,6617.7,6617.7,6617.7,6617.7,6617.7,6617.7
O-1,4150.2,4320.0,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4
O-3E,,,,7382.7,7737.0,8125.5,8375.7,8788.2,9137.1,9336.9,9609.6,9609.6,9609.6,9609.6,9609.6,9609.6,9609.6,9609.6,9609.6,9609.6,9609.6,9609.6
O-2E,,,,6484.5,6617.7,6828.0,7183.8,7458.9,7663.5,7663.5,7663.5,7663.5,7663.5,7663.5,7663.5,7663.5,7663.5,7663.5,7663.5,7663.5,7663.5,7663.5
O-1E,,,,5222.4,5576.7,5783.1,5993.7,6200.7,6484.5,6484.5,6484.5,6484.5,6484.5,6484.5,6484.5,6484.5,6484.5,6484.5,6484.5,6484.5,6484.5,6484.5
E-9,,,,,,,6910.2,7066.5,7263.6,7496.1,7730.7,8105.1,8423.1,8756.7,9267.9,9267.9,9730.2,9730.2,10217.4,10217.4,10729.2,10729.2
E-8,,,,,,5656.5,5907.0,6061.8,6247.2,6448.2,6811.2,6995.4,7308.3,7481.7,7908.9,7908.9,8067.3,8067.3,8067.3,8067.3,8067.3,8067.3
E-7,3932.1,4291.5,4456.2,4673.1,4843.8,5135.7,5300.4,5591.7,5835.0,6000.9,6177.3,6245.7,6475.2,6598.2,7067.4,7067.4,7067.4,7067.4,7067.4,7067.4,7067.4,7067.4
E-6,3401.1,3743.1,3908.1,4068.9,4235.7,4612.8,4759.5,5043.3,5130.3,5193.6,5267.7,5267.7,5267.7,5267.7,5267.7,5267.7,5267.7,5267.7,5267.7,5267.7,5267.7,5267.7
E-5,3342.9,3598.2,3775.8,3946.8,4110.0,4299.9,4395.3,4421.7,4421.7,4421.7,4421.7,4421.7,4421.7,4421.7,4421.7,4421.7,4421.7,4421.7,4421.7,4421.7,4421.7,4421.7
E-4,3142.2,3303.0,3482.4,3658.5,3815.4,3815.4,3815.4,3815.4,3815.4,3815.4,3815.4,3815.4,3815.4,3815.4,3815.4,3815.4,3815.4,3815.4,3815.4,3815.4,3815.4,3815.4
E-3,2836.8,3015.0,3198.0,3198.0,3198.0,3198.0,3198.0,3198.0,3198.0,3198.0,3198.0,3198.0,3198.0,3198.0,3198.0,3198.0,3198.0,3198.0,3198.0,3198.0,3198.0,3198.0
E-2,2697.9,2697.9,2697.9,2697.9,2697.9,2697.9,2697.9,2697.9,2697.9,2697.9,2697.9,2697.9,2697.9,2697.9,2697.9,2697.9,2697.9,2697.9,2697.9,2697.9,2697.9,2697.9
E-1,2407.2,2407.2,2407.2,2407.2,2407.2,2407.2,2407.2,2407.2,2407.2,2407.2,2407.2,2407.2,2407.2,2407.2,2407.2,2407.2,2407.2,2407.2,2407.2,2407.2,2407.2,2407.2
